"Raw.Score","Raw.Score.par.","Raw.Score.par.err.","Prob.mod_sev","Prob.sev","wt"
0,-1.82213231799988,0.793523927731138,0,0,5271.29541015625
5,0.250897786061901,0.470487706021386,0.884149393749939,0.000277099585130558,6693.5263671875
2,-0.882612090095606,0.472924003474942,0.113718955578494,2.7364513988104e-09,3098.62670898438
0,-1.82213231799988,0.793523927731138,0,0,259.801788330078
6,0.733823409173959,0.556112189912028,0.969962180165047,0.0200351059288468,1205.73791503906
2,-0.882612090095606,0.472924003474942,0.113718955578494,2.7364513988104e-09,3007.888671875
7,1.52609124735158,0.75997288068795,0.992204766436782,0.322825866761999,1423.00537109375
4,-0.134888616718781,0.43996573011865,0.656195672808244,2.44443223484936e-06,1953.90344238281
7,1.52609124735158,0.75997288068795,0.992204766436782,0.322825866761999,2059.80517578125
3,-0.495433113848434,0.439212099520006,0.337938138537261,3.36505717735136e-08,4632.2734375
8,2.55275536794443,0.793523927731138,0.999846852315492,0.803290582303118,7641.544921875
5,0.250897786061901,0.470487706021386,0.884149393749939,0.000277099585130558,2743.08251953125
7,1.52609124735158,0.75997288068795,0.992204766436782,0.322825866761999,4438.7783203125
5,0.250897786061901,0.470487706021386,0.884149393749939,0.000277099585130558,3443.1064453125
7,1.52609124735158,0.75997288068795,0.992204766436782,0.322825866761999,593.469909667969
7,1.52609124735158,0.75997288068795,0.992204766436782,0.322825866761999,9456.9169921875
8,2.55275536794443,0.793523927731138,0.999846852315492,0.803290582303118,1257.9111328125
7,1.52609124735158,0.75997288068795,0.992204766436782,0.322825866761999,4891.9091796875
8,2.55275536794443,0.793523927731138,0.999846852315492,0.803290582303118,561.066467285156
8,2.55275536794443,0.793523927731138,0.999846852315492,0.803290582303118,1759.65454101562
7,1.52609124735158,0.75997288068795,0.992204766436782,0.322825866761999,729.770751953125
6,0.733823409173959,0.556112189912028,0.969962180165047,0.0200351059288468,4229.1767578125
7,1.52609124735158,0.75997288068795,0.992204766436782,0.322825866761999,323.006652832031
7,1.52609124735158,0.75997288068795,0.992204766436782,0.322825866761999,2709.9736328125
8,2.55275536794443,0.793523927731138,0.999846852315492,0.803290582303118,538.353271484375
8,2.55275536794443,0.793523927731138,0.999846852315492,0.803290582303118,478.376129150391
7,1.52609124735158,0.75997288068795,0.992204766436782,0.322825866761999,1602.14245605469
7,1.52609124735158,0.75997288068795,0.992204766436782,0.322825866761999,2123.07543945312
6,0.733823409173959,0.556112189912028,0.969962180165047,0.0200351059288468,374.473693847656
5,0.250897786061901,0.470487706021386,0.884149393749939,0.000277099585130558,4328.03564453125
7,1.52609124735158,0.75997288068795,0.992204766436782,0.322825866761999,1863.27685546875
7,1.52609124735158,0.75997288068795,0.992204766436782,0.322825866761999,2337.86596679688
7,1.52609124735158,0.75997288068795,0.992204766436782,0.322825866761999,589.584167480469
8,2.55275536794443,0.793523927731138,0.999846852315492,0.803290582303118,487.665008544922
NA,NA,NA,NA,NA,472.129760742188
1,-1.39062461741802,0.593457337255368,0.0345424623847052,1.86042211636206e-08,794.67919921875
8,2.55275536794443,0.793523927731138,0.999846852315492,0.803290582303118,246.888275146484
8,2.55275536794443,0.793523927731138,0.999846852315492,0.803290582303118,281.105743408203
8,2.55275536794443,0.793523927731138,0.999846852315492,0.803290582303118,684.202392578125
6,0.733823409173959,0.556112189912028,0.969962180165047,0.0200351059288468,2084.55078125
7,1.52609124735158,0.75997288068795,0.992204766436782,0.322825866761999,2239.04443359375
8,2.55275536794443,0.793523927731138,0.999846852315492,0.803290582303118,7932.55126953125
2,-0.882612090095606,0.472924003474942,0.113718955578494,2.7364513988104e-09,3857.0078125
5,0.250897786061901,0.470487706021386,0.884149393749939,0.000277099585130558,8919.68359375
4,-0.134888616718781,0.43996573011865,0.656195672808244,2.44443223484936e-06,8345.5419921875
6,0.733823409173959,0.556112189912028,0.969962180165047,0.0200351059288468,1792.51599121094
8,2.55275536794443,0.793523927731138,0.999846852315492,0.803290582303118,6069.41357421875
8,2.55275536794443,0.793523927731138,0.999846852315492,0.803290582303118,1835.60046386719
8,2.55275536794443,0.793523927731138,0.999846852315492,0.803290582303118,8919.68359375
5,0.250897786061901,0.470487706021386,0.884149393749939,0.000277099585130558,7900.8916015625
8,2.55275536794443,0.793523927731138,0.999846852315492,0.803290582303118,8919.68359375
0,-1.82213231799988,0.793523927731138,0,0,75.9276428222656
8,2.55275536794443,0.793523927731138,0.999846852315492,0.803290582303118,134.999389648438
0,-1.82213231799988,0.793523927731138,0,0,97.2172927856445
4,-0.134888616718781,0.43996573011865,0.656195672808244,2.44443223484936e-06,197.107345581055
1,-1.39062461741802,0.593457337255368,0.0345424623847052,1.86042211636206e-08,575.398132324219
1,-1.39062461741802,0.593457337255368,0.0345424623847052,1.86042211636206e-08,616.094909667969
0,-1.82213231799988,0.793523927731138,0,0,741.49658203125
8,2.55275536794443,0.793523927731138,0.999846852315492,0.803290582303118,127.470230102539
6,0.733823409173959,0.556112189912028,0.969962180165047,0.0200351059288468,2158.73852539062
7,1.52609124735158,0.75997288068795,0.992204766436782,0.322825866761999,1590.96850585938
1,-1.39062461741802,0.593457337255368,0.0345424623847052,1.86042211636206e-08,491.892639160156
2,-0.882612090095606,0.472924003474942,0.113718955578494,2.7364513988104e-09,1554.11608886719
1,-1.39062461741802,0.593457337255368,0.0345424623847052,1.86042211636206e-08,222.88948059082
4,-0.134888616718781,0.43996573011865,0.656195672808244,2.44443223484936e-06,217.80305480957
3,-0.495433113848434,0.439212099520006,0.337938138537261,3.36505717735136e-08,85.1246795654297
0,-1.82213231799988,0.793523927731138,0,0,54.2485122680664
5,0.250897786061901,0.470487706021386,0.884149393749939,0.000277099585130558,53.488208770752
3,-0.495433113848434,0.439212099520006,0.337938138537261,3.36505717735136e-08,52.9113273620605
8,2.55275536794443,0.793523927731138,0.999846852315492,0.803290582303118,1490.02404785156
0,-1.82213231799988,0.793523927731138,0,0,729.241760253906
8,2.55275536794443,0.793523927731138,0.999846852315492,0.803290582303118,730.628234863281
5,0.250897786061901,0.470487706021386,0.884149393749939,0.000277099585130558,596.059997558594
2,-0.882612090095606,0.472924003474942,0.113718955578494,2.7364513988104e-09,52.9113273620605
8,2.55275536794443,0.793523927731138,0.999846852315492,0.803290582303118,323.216186523438
1,-1.39062461741802,0.593457337255368,0.0345424623847052,1.86042211636206e-08,506.9658203125
7,1.52609124735158,0.75997288068795,0.992204766436782,0.322825866761999,171.053359985352
7,1.52609124735158,0.75997288068795,0.992204766436782,0.322825866761999,344.410705566406
8,2.55275536794443,0.793523927731138,0.999846852315492,0.803290582303118,1074.54724121094
1,-1.39062461741802,0.593457337255368,0.0345424623847052,1.86042211636206e-08,58.3000564575195
7,1.52609124735158,0.75997288068795,0.992204766436782,0.322825866761999,2333.68505859375
1,-1.39062461741802,0.593457337255368,0.0345424623847052,1.86042211636206e-08,1401.97094726562
8,2.55275536794443,0.793523927731138,0.999846852315492,0.803290582303118,262.823425292969
0,-1.82213231799988,0.793523927731138,0,0,1531.76342773438
8,2.55275536794443,0.793523927731138,0.999846852315492,0.803290582303118,817.550170898438
8,2.55275536794443,0.793523927731138,0.999846852315492,0.803290582303118,324.548065185547
3,-0.495433113848434,0.439212099520006,0.337938138537261,3.36505717735136e-08,56.0356369018555
